Sheet Row Number,Name,Arrondissement,Favorite,Cuisine,Vibe,Features,Address,Postal Code,Website,Google Place ID,Latitude,Longitude
2,19 SAINT ROCH.,1,,,,,"19 Rue Saint-Roch, 75001 Paris, France",75001,https://www.19saint-roch.com/,ChIJ6QNjzqBv5kcRdxkLUD7wcuA,48.8654006,2.3321869
4,Alfi's,1,,italian,casual,"lunch, late_night, cocktails","26 Rue du Mont Thabor, 75001 Paris, France",75001,https://www.alfis-paris.com/,ChIJKXIQTodv5kcRpBJj_8p8yb4,48.8663741,2.3272262
5,Alfred,1,,french,classic,good_for_groups,"8 Rue du Mont Thabor, 75001 Paris, France",75001,https://www.alfred-paris.com/,ChIJxe_7Nihv5kcRbFerQNdaEp4,48.8656226,2.3291059
110,Au Pied de Cochon,1,,,casual,,"6 Rue Coquillière, 75001 Paris, France",75001,https://www.pieddecochon.com/,ChIJQQtKZyJu5kcRhXhHvOUt3To,48.8635176,2.3437221
113,Benihana Paris,1,,wine_bar,casual,,"163 Rue Saint-Honoré, 75001 Paris, France",75001,https://www.benihana.fr/,ChIJTSd1Ig9v5kcRXjZxuSYVoeg,48.863471,2.3348465
69,Bistro les Artizans,1,,"bakery, bistro","casual, classic",,"30 Rue Montorgueil, 75001 Paris, France",75001,http://lesartizans.fr/,ChIJ_5qDXxhu5kcRiJhbIQOAZr4,48.8637686,2.3465503
79,Bistro Mee,1,,bistro,"casual, classic",,"5 Rue d'Argenteuil, 75001 Paris, France",75001,https://lefooding.com/restaurants/restaurant-bistrot-mee-paris,ChIJHXZBfCVu5kcRJ9vT1b9opEc,48.8645247,2.3338876
107,Boutique yam'Tcha,1,,,casual,,"4 Rue Sauval, 75001 Paris, France",75001,https://www.yamtcha.com/reservations.html,ChIJsWggLCJu5kcRdLsT5Rd6Wsw,48.8617019,2.3424475
170,Brasserie Flottes,1,,,,,"2 Rue Cambon, 75001 Paris, France",75001,https://brasserieflottes.fr/fr,ChIJDeI4Jx9v5kcRItEpEe0E6jo,48.8662906,2.3253452
13,Café Joséphine,1,,cafe,casual,,"3 Pl. des Deux Ecus, 75001 Paris, France",75001,https://www.cafe-josephine.fr/,ChIJdd2yjVhv5kcR40Ab9Db4mBI,48.8628067,2.3413233
14,Café Kitsuné Louvre,1,,"bakery, cafe",casual,,"2 Pl. André Malraux, 75001 Paris, France",75001,https://maisonkitsune.com/mk/find-a-store/cafe-kitsune-vertbois-2,ChIJzXNG3Ehv5kcRrlMHyynIcWY,48.8640368,2.3357595
793,Café Lapérouse Concorde,1,,cafe,casual,,"2 Pl. de la Concorde, 75001 Paris, France",75001,https://cafelaperouse.com/,ChIJy0uxFbFv5kcRY5pz2Ruz8aM,48.8667698,2.3229809
556,Campelli,1,,,,,"36 Rue Croix des Petits Champs, 75001 Paris, France",75001,https://campelli.paris/en/main-home-english,ChIJKbov-Vxv5kcRK4hmgE5Kdbc,48.8642735,2.3402922
17,Central Park,1,,,,,"5 Rue du Jour, 75001 Paris, France",75001,http://cpcafe.paris/,ChIJyx4fd7dv5kcRI_AtgAIpwOs,48.8635653,2.3441362
19,CHARBON KUNITORAYA,1,,,,,"5 Rue Villédo, 75001 Paris, France",75001,https://kunitoraya.com/#restaurant,ChIJHUT1gkBv5kcRZ95ZsUdWzoc,48.866209,2.336266
21,Chez Vong,1,,,,,"10 Rue de la Grande Truanderie, 75001 Paris, France",75001,http://www.chez-vong.com/,ChIJ6c5NExlu5kcRQNbXZzZ41JM,48.862824,2.349202
22,Cloche Paris,1,,,,,"1 Rue Coq Héron, 75001 Paris, France",75001,https://www.cloche-paris.com/,ChIJa5rJE25v5kcRyOBfnhknMQU,48.8642326,2.3418651
23,Clover Grill,1,,,,,"6 Rue Bailleul, 75001 Paris, France",75001,https://xn--jeanfranoispiege-jpb.com/clover-grill,ChIJP_BofyFu5kcRWFi09oBCEDE,48.8610135,2.3419764
24,Comptoir de la Gastronomie,1,,,,,"34 Rue Montmartre, 75001 Paris, France",75001,https://comptoirdelagastronomie.com/le-restaurante,ChIJHQXzdhhu5kcR44cVFMAi95c,48.8645528,2.345431
1320,Dai Dai,1,,,,,"31 Rue des Petits Champs, 75001 Paris, France",75001,https://dai-dai.fr/fr,ChIJbxvhubhv5kcRDJbc-9i8dI0,48.8667088,2.3367826
116,Daimant Saint-Honoré,1,,,,,"24 Pl. du Marché Saint-Honoré, 75001 Paris, France",75001,https://www.daimant.co/daimant-saint-honore.html,ChIJE9BOjHlv5kcR67IO4w_fOfk,48.8664314,2.3321146
87,Domaine National du Palais-Royal,1,,,,,"75001 Paris, France",75001,https://palaisroyalrestaurant.com/?lang=en,ChIJR3122B9u5kcR9RZ_OWxSy80,48.8637569,2.3371261
28,Eats Thyme,1,,,casual,,"44 Rue Coquillière, 75001 Paris, France",75001,https://www.eatsthyme.com/,ChIJm28ylHBv5kcRPXdmMOyZEOs,48.8646973,2.3406711
31,ELSE,1,,,,,"49 Rue Berger, 75001 Paris, France",75001,https://elseparis.fr/,ChIJU21eyyNu5kcRO6xfeBIiwMc,48.8621721,2.3421815
32,Ernest Samaritaine - La boulangerie par Eric Kayser,1,,"bakery, wine_bar",casual,,"25 R. de la Monnaie, 75001 Paris, France",75001,https://www.ernest-samaritaine.com/,ChIJUwpHIIBv5kcRhOJAwG9b96E,48.8600055,2.343288
33,Florida,1,,,,,"1 Rue Montorgueil, 75001 Paris, France",75001,https://florida-leshalles.com/,ChIJPeeOgHlv5kcRJOcc2neX1ts,48.8633138,2.3462112
34,Foujita,1,,,,,"41 Rue Saint-Roch, 75001 Paris, France",75001,https://www.facebook.com/Foujita-290506878030561/,ChIJZYQe4S9u5kcRKcPdvxzz9KM,48.8663902,2.3328129
35,Granite,1,,,,,"6 Rue Bailleul, 75001 Paris, France",75001,https://granite.paris/,ChIJ63m1Hxpv5kcRtffG6PtiUyY,48.8610438,2.3419215
36,Ha Noi 1988,1,,,,,"72 Quai des Orfèvres, 75001 Paris, France",75001,https://www.viet-eat.com/,ChIJDdzV7t5v5kcRv37QYTlQqNU,48.8567772,2.3416032
37,Hakata Choten,1,,,,,"53 Rue des Petits Champs, 75001 Paris, France",75001,http://www.hakata-choten.com/en,ChIJF9kbsDpu5kcR6PMId-ORFLc,48.8671431,2.3348348
40,HANDO Parisian Handroll Vendôme,1,,,,,"25 Rue Danielle Casanova, 75001 Paris, France",75001,https://www.hando-paris.com/,ChIJkxhyz5Jv5kcRmrN6l-yn_FE,48.8679542,2.3314788
42,Higuma,1,,,,,"32bis Rue Sainte-Anne, 75001 Paris, France",75001,http://higuma.fr/,ChIJdWYFyzpu5kcRjJcegWGZP_4,48.8665886,2.3357844
43,Il Fico,1,,,,,"31 Rue Coquillière, 75001 Paris, France",75001,http://ilficoparis.com/,ChIJZyq4CyNu5kcRdm8-pUIFS2E,48.8642547,2.341323
45,Ippudo,1,,,casual,,"74-76 Rue Jean-Jacques Rousseau, 75001 Paris, France",75001,https://www.ippudo.fr/info,ChIJmTXzmiJu5kcRGUdMHHuPaNs,48.8645486,2.3447129
50,Kitchen by Madame Rêve,1,,,casual,,"48 Rue du Louvre, 75001 Paris, France",75001,https://madamereve.com/en/restaurants/kitchen,ChIJz8VyBp1v5kcR--8D7SDjnOs,48.8646036,2.3429749
51,Kodawari Ramen (Tsukiji),1,,ramen,casual,,"12 Rue de Richelieu, 75001 Paris, France",75001,https://www.kodawari-ramen.com/kodawari-tsukiji-la-carte,ChIJme1o5vVv5kcRzuT1Uxyk-Rc,48.8643421,2.3362452
54,L'Express Bar,1,,"cafe, wine_bar",casual,,"23 Rue du Roule, 75001 Paris, France",75001,https://www.timeout.fr/paris/restaurants/lexpress-bar,ChIJ30tw9iFu5kcRdVy8yT18FZY,48.8611232,2.3438129
738,La Plume Rive Droite,1,,wine_bar,casual,,"43 Rue Étienne Marcel, 75001 Paris, France",75001,https://restaurantplume.com/,ChIJV16fXohv5kcRADqJT73ahsM,48.8648618,2.3442388
57,La Poule au Pot,1,,,,,"9 Rue Vauvilliers, 75001 Paris, France",75001,https://xn--jeanfranoispiege-jpb.com/la-poule-au-pot,ChIJ0WI5IyJu5kcRzsRZXnwIp5Y,48.8618061,2.3432436
58,La Régalade Saint-Honoré,1,,,,,"106 Rue Saint-Honoré, 75001 Paris, France",75001,https://laregalade.paris/,ChIJ6Vwo1CNu5kcR_jILVmRUmZk,48.8616807,2.3420098
61,La Tour Montlhéry - Chez Denise,1,,,,,"5 Rue des Prouvaires, 75001 Paris, France",75001,https://www.paris-bistro.com/choisir/paris1/la-tour-de-montlhery-chez-denise,ChIJ926DHCJu5kcR5LTgZLnzNnM,48.861534,2.344001
62,Le Baudelaire,1,,,,,"6-8 Rue Duphot, 75001 Paris, France",75001,https://www.lebaudelaire.com/restaurant,ChIJVRVD9TJu5kcRQCd0qAUtx-I,48.8681212,2.3258002
63,Le Bistrot des Halles,1,,bistro,"casual, classic",,"15 Rue des Halles, 75001 Paris, France",75001,https://www.instagram.com/accounts/login/?next=https%3A%2F%2Fwww.instagram.com%2Flebistrotdeshalles%2F%3Fhl%3Den&is_from_rle,ChIJGyNTPh9u5kcRRw4VmhA-pSs,48.8601029,2.3462422
117,Le Cochon à l’Oreille,1,,,,,"15 Rue Montmartre, 75001 Paris, France",75001,https://www.lecochonaloreille.com/,ChIJvfLBdxhu5kcRhRVE1gUCuIQ,48.864467,2.345169
118,Le Louchebem,1,,,,,"31 Rue Berger angle, 10 Rue des Prouvaires, 75001 Paris, France",75001,https://www.le-louchebem.fr/,ChIJpdgWBSJu5kcR8nN4AlM6PPo,48.8616164,2.3443637
64,Le Nemours,1,,"cafe, wine_bar",casual,,"2 à 7 Galerie de Nemours, 2 Place Colette, 75001 Paris, France",75001,https://www.lenemours.paris/,ChIJvYAMtCVu5kcRmAVmbFzjizg,48.8630568,2.3365269
65,Le Petit Bouillon Pharamond,1,,,,,"24 Rue de la Grande Truanderie, 75001 Paris, France",75001,https://www.petitbouillonpharamond.com/,ChIJRcSln6lv5kcRlLWcSVj4QGE,48.8630418,2.3485455
66,Le Roch Hotel & Spa,1,,wine_bar,casual,,"28 Rue Saint-Roch, 75001 Paris, France",75001,https://www.leroch-hotel.com/fr/restaurant-bar,ChIJsagz4S9u5kcRxvJ5eKKVkyU,48.8661957,2.3328756
218,Le Rubis,1,,,,,"10 Rue du Marché Saint-Honoré, 75001 Paris, France",75001,https://www.facebook.com/Le-Rubis-964093417031887/,ChIJq7xv1C9u5kcRvWJSB4VSl_0,48.866177,2.331403
119,Le Sand,1,,,,,"7 Rue Rouget de Lisle, 75001 Paris, France",75001,https://www.lesand-paris.com/,ChIJYS4FQA1v5kcRcJ28t4yklDo,48.866274,2.3263287
68,Le Tout-Paris,1,,,,,"8 Quai du Louvre, 75001 Paris, France",75001,https://www.letoutparis.fr/,ChIJxYJUC2lv5kcRlhdpWba_aGU,48.8587493,2.3422529
1019,Les Petits Bateaux,1,,,,,"Grand bassin octogonal, Jardin des Tuileries, 75001 Paris, France",75001,http://www.les-petits-bateaux.fr/,ChIJm6uW92Bv5kcRd3Kaj0Cx2OA,48.8643313,2.3248303
2218,Liquide,1,,,casual,,"39 Rue de l'Arbre Sec, 75001 Paris, France",75001,https://www.liquide.paris/,ChIJIUPzvsJv5kcROYwo97Lmxhw,48.8609782,2.342335
72,Loulou,1,,wine_bar,casual,,"107 Rue de Rivoli, 75001 Paris, France",75001,https://www.louloufriendlydiner.com/,ChIJ_QwlZC9u5kcRM4LKKEFIOTE,48.8628651,2.333541
382,Maison Philippe Conticini Paris 1er,1,,bakery,casual,,"27 Pl. Dauphine, 75001 Paris, France",75001,https://philippeconticini.fr/,ChIJ80nQ51Bv5kcRT4Sx54Bqz1I,48.8568011,2.3417228
855,Maison Ruggieri Palais Royal,1,,,,,"111 Gal de Valois, 75001 Paris, France",75001,https://maisonruggieri.fr/,ChIJtSN-XgBv5kcRBDLZcMnHOX0,48.865738,2.3389479
76,MAR'CO,1,,,,,"4 Rue de la Sourdière, 75001 Paris, France",75001,,ChIJcc3Xfglv5kcRCOd0Zoh5w84,48.8652743,2.3318036
728,Marcelle - Rue Montmartre,1,,bakery,casual,,"22 Rue Montmartre, 75001 Paris, France",75001,https://restaurantmarcelle.fr/fr/etablissements/8605761011376455681,ChIJy7d0fBhu5kcRvVhoGx-c5X4,48.8641318,2.3456537
1256,MARTHA - MAISON DE COIFFEURS,1,,,,,"8 Quai de la Mégisserie, 75001 Paris, France",75001,https://www.marthaparis10.fr/,ChIJ620K_aJv5kcR2ZU3m5DvWlA,48.8579813,2.3449691
235,Menkicchi Ramen,1,,ramen,casual,,"41 Rue Sainte-Anne, 75001 Paris, France",75001,https://menkicchi.kintarogroup.com/,ChIJq99pfklv5kcRm0NDwGCXyjo,48.8665213,2.335564
112,Micho,1,,,,,"46 Rue de Richelieu, 75001 Paris, France",75001,https://micho.fr/en,ChIJx5WIniJv5kcRCrrYPA2GkKk,48.8660933,2.3371774
631,Mimi,1,,,,,"31 Rue de Richelieu, 75001 Paris, France",75001,https://www.mimicaveamanger.fr/,ChIJCSw5YKdv5kcRfZM8ruJZuWg,48.8651876,2.3364082
81,NHOME,1,,,,,"41 Rue de Montpensier, 75001 Paris, France",75001,https://www.nhomeparis.com/,ChIJxcBu_PVv5kcRHZkD-hm_UEE,48.8660068,2.3373514
82,Nodaïwa,1,,,,,"272 Rue Saint-Honoré, 75001 Paris, France",75001,https://www.nodaiwa.com/,ChIJy3iVhC9u5kcR1cCYgwGPi3A,48.8643923,2.3332525
83,NOLINSKI LE RESTAURANT,1,,,,,"16 Av. de l'Opéra, 75001 Paris, France",75001,https://nolinskiparis.com/restaurants/nolinski-le-restaurant-gastronomique,ChIJba0ODQBv5kcRjn9S8UfE4_g,48.8654943,2.3347689
86,On the Bab Paris,1,,,,,"18 Rue Thérèse, 75001 Paris, France",75001,http://onthebab.com/?page_id=13,ChIJe9sLLKdv5kcRZdbKgdRlo84,48.8663928,2.335137
88,PEPPE PIZZERIA Etienne Marcel,1,,,casual,,"11 Rue Étienne Marcel, 75001 Paris, France",75001,https://peppe.pizza/peppe-etienne-marcel,ChIJSUc5XgBv5kcRyqpIzLiiYHc,48.8634569,2.3500174
90,Phở Bánh Cuốn 14 (PHO 14 Opéra),1,,,,,"17 Rue Molière, 75001 Paris, France",75001,https://pho14paris.fr/fr/opera,ChIJqUStPSVu5kcRW8mENl0MI9U,48.8652945,2.336067
93,PITANGA,1,,,,,"11 Rue Jean-Jacques Rousseau, 75001 Paris, France",75001,https://www.pitanga-paris.com/,ChIJv7TFYnZv5kcR3srCnDW04Xw,48.862403,2.3402056
48,Restaurant Kei,1,,,,,"5 Rue Coq Héron, 75001 Paris, France",75001,http://www.restaurant-kei.fr/,ChIJqTnaAiNu5kcRQsRFgf8qeoA,48.864358,2.3420827
39,Restaurant La Halle aux Grains,1,,cafe,casual,,"2 Rue de Viarmes, 75001 Paris, France",75001,https://www.halleauxgrains.bras.fr/,ChIJWU_367Fv5kcRvjy7VAbM9G4,48.8629365,2.3423588
85,Restaurant Omar Dhiab,1,,,,,"23 Rue Hérold, 75001 Paris, France",75001,https://omardhiab.com/,ChIJR7fpoO5v5kcRlFje00R0PpI,48.8651795,2.3418771
248,Restaurant Pantagruel Paris,1,,,,,"10 Rue de Richelieu, 75001 Paris, France",75001,https://www.restaurant-pantagruel.com/,ChIJdwLJVERv5kcRzAkzVCFMhBc,48.8641807,2.3362644
97,Restaurant Saudade,1,,,,,"34 Rue des Bourdonnais, 75001 Paris, France",75001,http://www.restaurantsaudade.fr/,ChIJ3WGg_Ahv5kcR2VErcAgAlCg,48.860176,2.34535
100,Restaurant Tracé,1,,,casual,,"15 Rue de Richelieu, 75001 Paris, France",75001,https://www.xn--restaurant-trac-pnb.com/,ChIJlWVr9v9v5kcR2ecnPPpaWF8,48.8642796,2.336053
115,Saint Laurent Sushi Park Paris,1,,sushi,casual,,"8 Rue du 29 Juillet, 75001 Paris, France",75001,https://sushiparkparis.ysl.com/fr,ChIJB55WIlpv5kcRgHRk3O6EnTU,48.8651755,2.3307538
95,Sanjo,1,,,,,"29 Rue d'Argenteuil, 75001 Paris, France",75001,,ChIJq6yp4y9u5kcRzBU3b4_YuH4,48.8663375,2.3331631
96,Sanukiya,1,,,,,"9 Rue d'Argenteuil, 75001 Paris, France",75001,https://www.facebook.com/sanukiyaparis,ChIJGbFqiC9u5kcR0nLp3lnjiAc,48.864718,2.333787
98,Sfacciata,1,,,,,"7 Rue du 29 Juillet, 75001 Paris, France",75001,https://sfacciata.com/,ChIJ4XZMTO9v5kcRpmDjv_v9r2c,48.865187,2.3304679
99,Siena Paris,1,,,,,"35 Pl. du Marché Saint-Honoré, 75001 Paris, France",75001,https://restaurantsiena.com/,ChIJIdvGkX5v5kcRQ1FTWUnyJxo,48.8675776,2.3319743
103,Uno,1,,,,,"37 Rue Berger, 75001 Paris, France",75001,https://unoparis.com/,ChIJPfCHRcBv5kcRiRWUVfoX4n0,48.8618491,2.3435847
105,Voyage Samaritaine,1,,,,,"9 R. de la Monnaie, 75001 Paris, France",75001,https://www.voyagesamaritaine.com/fr,ChIJscBCsGhv5kcRMZOnHi6tc28,48.8586985,2.3420924
15,Yam'Tcha Bistrot,1,,,"casual, classic",,"7 Rue du Jour, 75001 Paris, France",75001,https://www.yamtcha.com/reservations.html,ChIJwzUxYiJu5kcRL_AV_Y_YiD0,48.8635584,2.3442057
900,Zapi,1,,,,,"7 Rue du 29 Juillet, 75001 Paris, France",75001,https://www.zapi-paris.com/,ChIJhUvTzMJv5kcRo0CKqqyoNKI,48.865187,2.3304679
120,A. Noste,2,,wine_bar,casual,,"6 bis Rue du 4 septembre, 75002 Paris, France",75002,https://www.a-noste.com/,ChIJ506OnDtu5kcRZFKeLdL6CT8,48.8692122,2.339169
121,ACCENTS table bourse,2,,,,,"24 Rue Feydeau, 75002 Paris, France",75002,https://accents-restaurant.com/,ChIJCfSJczxu5kcR5iWOIrx0RLg,48.8699637,2.3403472
123,Alma - Corse & Tapas,2,,wine_bar,casual,,"10 Rue Mandar, 75002 Paris, France",75002,https://www.restaurant-alma.fr/,ChIJ-Xn19HFv5kcRUNjiHWBd2yY,48.8657439,2.3458021
124,ASADO,2,,,,,"6 Pass. des Panoramas, 75002 Paris, France",75002,https://www.asadoparis.com/,ChIJi1_un19v5kcRZZfpUApeeeo,48.8713088,2.341885
125,Astair,2,,,,,"19 Pass. des Panoramas, 75002 Paris, France",75002,https://www.astair.paris/,ChIJBfcNFeFv5kcRFebi5QaURWY,48.8708515,2.3417521
296,Au Rocher de Cancale,2,,,,,"78 Rue Montorgueil, 75002 Paris, France",75002,https://aurocherdecancale.shop/,ChIJUTbSJBhu5kcRPvnLYEkhHgM,48.8655795,2.3471713
126,Aux Crus de Bourgogne,2,,,,,"3 Rue Bachaumont, 75002 Paris, France",75002,http://www.auxcrusdebourgogne.com/,ChIJtdLOGBhu5kcRwPqBdu55yjM,48.8658261,2.3465718
127,Aux Lyonnais,2,,,,,"32 Rue Saint-Marc, 75002 Paris, France",75002,https://www.auxlyonnais.com/,ChIJQRZQ6Dtu5kcR-0r2malRDQw,48.870741,2.338718
302,Babi,2,,,,,"11 Rue Mandar, 75002 Paris, France",75002,https://www.babirestaurant.fr/,ChIJyfgOmH5v5kcR5RHYr1AtHCc,48.8656663,2.3452016
128,Babille - Restaurant Festif & Bar de Nuit,2,,,,,"35 Bd de Bonne Nouvelle, 75002 Paris, France",75002,https://www.babille-restaurant.com/,ChIJIwI482Vv5kcR_lG24sRl1ig,48.8703656,2.348549
130,Bagnard,2,,,,,"7 Rue Saint-Augustin, 75002 Paris, France",75002,https://www.yonisaada.com/bagnard,ChIJ1TZhBjtu5kcRMxqBy0Kb5V8,48.8687302,2.3375569
131,Bambou,2,,,,,"23 Rue des Jeuneurs, 75002 Paris, France",75002,https://www.bambouparis.fr/,ChIJ__8PhT1u5kcR0iPz_AGQoIk,48.8693146,2.3449991
132,Big Black Cook,2,,,casual,,"5 Rue Tiquetonne, 75002 Paris, France",75002,https://bigblackcook.fr/histoire,ChIJFeyKXKtt5kcRcOoBj7k3v0s,48.8643012,2.3496497
144,Bistro Caminito,2,,"bistro, wine_bar","casual, classic",,"46 Rue de Cléry, 75002 Paris, France",75002,https://www.barrionorte.fr/bistrocaminito/en_GB,ChIJAb-jrhdu5kcRivcvUj0BLU8,48.8684019,2.3477227
262,Bistro Ramen Ryukishin,2,,"bistro, ramen","casual, classic",,"59 Rue de Richelieu, 75002 Paris, France",75002,http://www.ryukishin.com/,ChIJPd1ww8Nv5kcRU7akwEkW1i0,48.8669632,2.3373976
133,Bistro Volnay,2,,"bistro, wine_bar","casual, classic",,"8 Rue Volney, 75002 Paris, France",75002,https://www.bistro-volnay.fr/,ChIJL6VKdDFu5kcRHdZY7z6gq3s,48.869211,2.32986
134,Bistrot Vivienne,2,,bistro,"casual, classic",,"4 Rue des Petits Champs, 75002 Paris, France",75002,https://www.bistrotvivienne.com/,ChIJH1iNbLMh-kcRr5A4zRPWuSc,48.866238,2.339503
135,Bolo Bolo - Restaurant HongKongais Paris,2,,,,,"10 Rue Saint-Augustin, 75002 Paris, France",75002,https://boloboloparis.com/,ChIJFyPPvc9v5kcRSFMas-ZZhfg,48.8690075,2.3371394
136,BOMBA,2,,,,,"35 Bd de Bonne Nouvelle, 75002 Paris, France",75002,https://bombaparis.com/,ChIJj5jG0hlv5kcRZaSk9Csn_ek,48.870392,2.3484979
1124,BONHOMME Montorgueil | Barbier - Coiffeur et institut pour homme,2,,,,,"122 Rue St Denis, 75002 Paris, France",75002,https://bonhomme-resto.fr/,ChIJkyXJixlu5kcR0Zho3czZL3A,48.8647003,2.3503429
162,Brasserie Dubillot,2,,,,,"222 Rue St Denis, 75002 Paris, France",75002,https://nouvellegardegroupe.com/brasserie-dubillot/histoire,ChIJBy2KU1Fv5kcRPeBADiR3WzM,48.8680791,2.3519853
219,BRASSERIE LE TAMBOUR,2,,"cafe, wine_bar",casual,,"41 Rue Montmartre, 75002 Paris, France",75002,https://www.brasserieletambour.fr/,ChIJO1gvpCJu5kcRPD3aJQKITbc,48.865464,2.3446445
138,Brasserie Rosie Lou,2,,,,,"31 Bd de Bonne Nouvelle, 75002 Paris, France",75002,https://brasseriesalamode.com/brasserie-rosie-lou,ChIJE0OZV5Bv5kcRO85oMBPnrt8,48.8702844,2.348848
140,Café Compagnon,2,,cafe,casual,,"22-26 Rue Léopold Bellan, 75002 Paris, France",75002,https://www.cafecompagnon.com/pages/cafe-compagnon,ChIJm7G6N6xv5kcRLDH2ttwrhRs,48.8666463,2.3456536
141,Café Jeanne - Park Hyatt Paris-Vendôme,2,,"cafe, wine_bar",casual,,"5 Rue de la Paix, 75002 Paris, France",75002,https://www.hyatt.com/fr-FR/hotel/france/park-hyatt-paris-vendome/parph/dining,ChIJJ7rl4l1v5kcRykcwPKQAk5E,48.8689845,2.3301829
143,Cali Sisters,2,,,,,"17 Rue Notre Dame des Victoires, 75002 Paris, France",75002,https://calisisters.thecalisisters.com/,ChIJo9CVYNBv5kcR2SllpKNEVvw,48.8683282,2.3416534
297,Casa Pregonda,2,,,,,"6 Rue Marie Stuart, 75002 Paris, France",75002,https://www.casapregonda.com/,ChIJVz3pRgBv5kcRPI0QcbPF3Ps,48.865092,2.3482403
301,Chez Carrie,2,,wine_bar,casual,,"14 Rue Léopold Bellan, 75002 Paris, France",75002,https://chezcarrie.com/,ChIJIV1aKcJv5kcRbcT9zmwH3ck,48.8666409,2.3460472
146,Chez Georges,2,,,casual,,"1 Rue du Mail, 75002 Paris, France",75002,https://www.restaurantsparisiens.com/chez-georges?initDom=restaurant-chezgeorges.fr,ChIJs-Reyzxu5kcRsvCqiM8r90c,48.8664236,2.3412876
147,Chez Miki,2,,wine_bar,casual,,"5 Rue de Louvois, 75002 Paris, France",75002,,ChIJi3LO4jpu5kcRnLajp46aXyc,48.868292,2.336845
149,Chimère,2,,wine_bar,casual,,"22 Rue du 4 septembre, 75002 Paris, France",75002,https://chimere-4septembre.fr/,ChIJUdBXzBtv5kcRSkVuBK4Ryo8,48.8699055,2.3355164
150,Circonstances,2,,,,,"174 Rue Montmartre, 75002 Paris, France",75002,https://www.circonstances.fr/,ChIJH-7X6fRv5kcRm1AOqz6L-yo,48.8709238,2.343009
151,Club Cochon,2,,,,,"38 Pass. des Panoramas, 75002 Paris, France",75002,https://www.clubcochon.com/,ChIJ_15Ws2lv5kcR6XWRDeQ6jDc,48.8706522,2.341539
155,dalia,2,,wine_bar,casual,,"93 Rue Montmartre, 75002 Paris, France",75002,https://www.dalia-paris.com/,ChIJQ59MF1Vv5kcRKlVTAIyxIPI,48.867868,2.3435539
156,Dalmata Paris 2,2,,,,,"8 Rue Tiquetonne, 75002 Paris, France",75002,https://www.gruppodalmata.com/restaurant/dalmata,ChIJhaI0lhlu5kcRKhjcwYTrEmc,48.8645246,2.3494238
158,DAROCO Trattoria - Bourse,2,,,,,"6 Rue Vivienne, 75002 Paris, France",75002,https://www.daroco.fr/restaurant/daroco-bourse,ChIJP-sdWztu5kcRkRlPefMaauk,48.8671501,2.3392434
160,Dosanko Larmen,2,,,,,"40 Rue Sainte-Anne, 75002 Paris, France",75002,,ChIJtdhqzzpu5kcRQCjs96xXH5Q,48.8670513,2.3360108
159,Dépôt Légal Palais Royal,2,,cafe,casual,,"6 Rue des Petits Champs, 75002 Paris, France",75002,https://depotlegalparis.com/palais-royal,ChIJvVgYTTtu5kcRKm5IyS7zFzE,48.866357,2.3388302
163,Echo | All-Day Breakfast & Brunch | Coffee,2,,,,,"95 Rue d'Aboukir, 75002 Paris, France",75002,https://www.echo-paris.com/,ChIJ4c2fLhFu5kcR7G3ee168g6Q,48.8683367,2.3485047
167,FAGGIO PANORAMAS,2,,,,,"16 Pass. des Panoramas, 75002 Paris, France",75002,https://faggioparis.com/pages/adresses,ChIJr2aRDdNv5kcRAtGDJEwBB4A,48.8709759,2.3417261
168,"Filakia, Petit Café d'Athènes",2,,cafe,casual,,"9 Rue Mandar, 75002 Paris, France",75002,https://paris-athenes.fr/filakia,ChIJkU_SBxhu5kcRgMFivVSHEzk,48.8656658,2.3455297
169,Fleur de pavé,2,,,,,"5 Rue Paul Lelong, 75002 Paris, France",75002,http://www.fleurdepave.com/,ChIJd3fGOlBv5kcRbE41EBJjT-U,48.8676824,2.343369
171,Foodi Jia-Ba-Buay,2,,,,,"2 Rue du Nil, 75002 Paris, France",75002,https://www.foodi-jia-ba-buay.fr/,ChIJ4-g2CBdu5kcRzxXr5lJ9Bwg,48.8679351,2.3482779
172,FOR THE LOVE OF FOOD PARIS,2,,,,,"60 Rue de Cléry, 75002 Paris, France",75002,https://www.fortheloveoffood.paris/,ChIJEdsTfXtv5kcRbiJ16JHRSpU,48.8685901,2.3486652
145,FrenchParadox - Canard & Champagne,2,,,,,"57 Pass. des Panoramas, 75002 Paris, France",75002,https://www.frenchparadox.paris/,ChIJVXJIIDxu5kcRfsIFTjubQ2M,48.8712698,2.3415788
174,Gallopin,2,,,casual,,"40 Rue Notre Dame des Victoires, 75002 Paris, France",75002,https://gallopin.com/,ChIJyW6wknNv5kcRTdWzsViISUg,48.8688309,2.3421358
178,Groot,2,,bakery,casual,,"34 Rue Saint-Sauveur, rdc sur rue, 34 Rue Saint-Sauveur, 75002 Paris, France",75002,https://www.grootlatourte.com/,ChIJtftykvBv5kcRBbY9AbZXWtI,48.8663868,2.3474298
180,Guibine,2,,,,,"44 Rue Sainte-Anne, 75002 Paris, France",75002,https://kintarogroup.com/guibine,ChIJGXvzxDpu5kcRto8CMxIubEA,48.8672944,2.3361333
