Sheet Row Number,Name,Arrondissement,City,Postal Code,Status,Needs Review,Google Place ID,Latitude,Longitude,Exclusion Reasons,Location Concern
673,Kapunka - Paris 14 - Thai,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
689,Le Gourbi Paris 14 - Couscous,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
692,Café Lignac,7,Paris,75007,closed,FALSE,ChIJFVN4ViJv5kcRXhsZDE8qfvA,48.8581072,2.301642,inactive,
694,Le Saj - Paris 3 - Lebanese,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
696,MAM by Stéphanie Le Quellec - Paris 17 - French,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
697,COYA Paris,7,Paris,75007,closed,FALSE,ChIJ6XzwtbBx5kcRnds6OcU8lco,48.8543101,2.324097,inactive,
706,Mesita - Paris 9 - South American,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
709,Bistrot des Amis - 77300 Fontainebleau,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
721,Le Vin de Bellechasse,7,Paris,75007,closed,FALSE,ChIJ2Xtc3ipu5kcR2t_esGjjuE8,48.8589737,2.3233737,inactive,
724,Les Climats,7,Paris,75007,closed,FALSE,ChIJpSSqgylu5kcRK-RJTRI5f34,48.8588601,2.3281795,inactive,
725,Bistrot Pas Parisien - 92700 Colombes,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
729,Cambrousse - 95510 St Cyr en Arthies,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
737,Cantine Sauvage - 93210 Saint-denis,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
739,Dar Zamen - 93100 Montreuil,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
745,L'Andouille - 92800 Puteaux,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
749,La Guinguette des Maquereaux - 94130 Nogent-sur-Marne,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
754,Hémicycle,7,Paris,75007,closed,FALSE,ChIJpVNabrZv5kcRnkWMvNeVK4M,48.8599589,2.3183161,inactive,
758,La Pampa - 78150 Le Chesnay-Rocquencourt,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
771,Le Pastoral - B93500 Pantin,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
774,Le Perchoir Y - 92360 Meudon,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
779,Les Mérovingiens - 93160 Noisy-le-Grand,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
788,Monsieur Moulinot - 92130 Issy les Moulineaux,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
791,Moulin de la Galette - 95110 Sannois,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
795,Olivia - 91190 Meudon,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
796,Caffè Bellucci,8,Paris,75008,closed,FALSE,ChIJFVFF78hv5kcRzHw_n4OMWyg,48.8735396,2.3142289,inactive,
798,Osabak - 92100 Boulogne-Billancourt,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
803,Pizzeria César - 78000 Versailles,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
805,Reef Club - 92100 Boulogne-Billancourt,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
806,Restaurant Jean Chauvel - 92100 Boulogne Billancourt,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
814,Scumbags in Paris : James Henry en mode chinois - Food & Sens,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
815,A emporter & Livraison - MoSugo,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
817,Juste le Zinc,8,Paris,75008,closed,FALSE,ChIJBS6Qq0xu5kcRkXbBRgZ7drI,48.882068,2.324252,inactive,
818,Home,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
820,SimonSays,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
821,Cinnamone,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
822,La Plaine Sauvage - 93210 La Plaine Saint-Denis,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
823,El Vecino Taqueria,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
824,Jours de fermeture - Zen - Restaurant Japonais à Paris,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
825,La Belle Poule,8,Paris,75008,closed,FALSE,ChIJ_4_BHMBv5kcRW2TPQ3Urus0,48.8765966,2.3012107,inactive,
826,Carbon,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
827,Le Ruisseau Burger Joint,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
829,Emporio Armani Caffè & Armani/Ristorante,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
833,Gilberte,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
834,Kaïto,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
836,Le Chiberta,8,Paris,75008,closed,FALSE,ChIJgXsCyetv5kcRJ4XLZIZ0IPw,48.8735768,2.2978086,inactive,
837,Burger Père & Fils par Alléno,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
840,Bouillon 47,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
847,IZA by Moloko,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
848,Les Oreilles et La Queue,8,Paris,75008,closed,FALSE,ChIJYQxX9cZv5kcRciY--J1hFVI,48.8733352,2.30927,inactive,
849,Villa Mikuna,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
850,Melt Oberkampf,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
856,Malins Fish and Chips,8,Paris,75008,closed,FALSE,ChIJi8tumjRu5kcR5UyfwrzKf-E,48.8716756,2.3253812,inactive,
857,Pizza Restaurant Scotta 75012 Paris,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
861,Matilda,8,Paris,75008,closed,FALSE,ChIJMV4LzHdv5kcR-FDLp9jh3-c,48.8714168,2.3121157,inactive,
862,Le Cotte Rôti - Paris 12,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
865,Mam par Stéphanie Le Quellec,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
866,La Buvette des Batignolles - Bar à manger à Paris (75),,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
870,Motto Burger,8,Paris,75008,closed,FALSE,ChIJId6NGsRv5kcRx2NgjwEoz3o,48.8715001,2.3072595,inactive,
872,Lai'Tcha - Paris 1 - Chinese,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
874,Bocca sur Seine - 92210 Saint-Cloud,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
876,Officina Belucci by Ivan Schenatti,8,Paris,75008,closed,FALSE,ChIJr5O9lFZv5kcRKFBT5YWpuz8,48.873512,2.3141655,inactive,
884,La Table De Cybele - 92100 Boulogne-Billancourt,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
886,Sage Paris,7,Paris,75007,closed,FALSE,ChIJRXfJJyZw5kcRhzOxjr6dFX8,48.8530354,2.3098381,inactive,
888,Fine Dining Restaurant in Dublin,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
889,Le Louis Vins,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
890,Peppe Paris 5,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
891,Suelo,,,,closed,FALSE,,,,inactive;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
892,Yakuza Katsu Sando & Coffee,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
893,RAN,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
895,Vanina Paris,8,Paris,75008,closed,FALSE,ChIJxYvvpVlv5kcR79gF80kqr3E,48.8722286,2.3040148,inactive,
897,Vivanda Burger,,,94390,active,FALSE,ChIJ9XDIXOZ15kcRtBcKuAMwXis,48.7273548,2.3635385,invalid_or_missing_arrondissement,
899,Restaurant Yoko Haussmann,8,Paris,75008,closed,FALSE,ChIJ4e3KEcdv5kcRY5JiLNRKK8s,48.8752921,2.3086511,inactive,
908,Café Berry x Panache - Hôtel Panache,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
909,Le Galopin,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
915,Restaurant Pouzenc in Paris - Le Fooding®,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
920,Brasserie Alesti,9,Paris,75009,closed,FALSE,ChIJ17k0pSdv5kcR6Q2xPqQZsbE,48.8724243,2.3430768,inactive,
921,"Le Picotin restaurant Paris 12e - cuisine bistrot produit frais, menu et carte",,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
924,AT Olive,9,Paris,75009,closed,FALSE,ChIJR11r3Dxv5kcRY838P78He7g,48.8803928,2.3437817,inactive,
925,"Restaurant La Ruche à Miel à Paris (75012), Bastille - Menu, avis, prix et réservation",,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
929,Le Cette,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
932,Sonata Pizzeria,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
933,Bar Italia Brasserie,9,Paris,75009,closed,FALSE,ChIJ2-7G2Utu5kcRoy_w5rC7BI0,48.8799603,2.3292659,inactive,
934,Barbot,9,Paris,75009,closed,FALSE,ChIJG8Dv-mdv5kcRJDZA3FldoYA,48.8806604,2.3411305,inactive,
935,"Restaurant Mova à Paris (75017), Saint-Lazare, Batignolles - Place de Clichy - Menu, avis, prix et réservation",,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
936,"Restaurant Bronx Pizzeria Paris 17ème, métro Porte Maillot",,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
940,Bistro Dam by Hanwadam,9,Paris,75009,closed,FALSE,ChIJb9i69dZv5kcRsqBg3Bn6S40,48.876604,2.3363382,inactive,
942,Boteco Vila Mada,9,Paris,75009,closed,FALSE,ChIJUcNdLqdv5kcRKkFzDKmftQM,48.8806663,2.3409673,inactive,
945,Bourrache Paris,9,Paris,75009,closed,FALSE,ChIJzyZaihVv5kcRidlhJFOqMdY,48.8785528,2.34273,inactive,
956,La Base - Hotel Fondation,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
964,Ajidulce - Paris 9 - Venezuela,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
966,Restaurant Dicoeur 晓春,9,Paris,75009,closed,FALSE,ChIJ6S6UPD9u5kcR3E1H4cO7kp8,48.8746108,2.3414025,inactive,
968,Dizen,9,Paris,75009,closed,FALSE,ChIJ10kcmkJv5kcRuYS31OqOAEs,48.8824478,2.3334003,inactive,
973,Fogon Ultramarinos - Paris 1 - Spanish,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
974,Le Coq & Fils - Paris 18 - Roast Chicken,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
975,FLESH restaurant,9,Paris,75009,closed,FALSE,ChIJ9VyJJU9u5kcRAYebHlECemM,48.8823023,2.3330626,inactive,
977,Livraison PLANTXA by Juan Arbelaez à Boulogne-Billancourt - Commandez avec Deliveroo,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
979,Gaijin Ramen Lab - Livraison uniquement,11,Paris,75011,closed,FALSE,ChIJMQxsrFtx5kcRsqhCNfnaIeI,48.8626328,2.3818517,inactive,
981,Restaurant Minh Chau in Paris - Le Fooding®,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
985,Restaurant Ô Divin in Paris - Le Fooding®,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
986,Moloko Paris,9,Paris,75009,closed,FALSE,ChIJb7uaN09u5kcR2kwf1RAyjQw,48.882206,2.3338158,inactive,
987,Jeanne-Aimée,9,Paris,75009,closed,FALSE,ChIJxZfWthJv5kcRO1gfxMGbxlk,48.8762982,2.3384371,inactive,
988,Jefe Burger,,Paris,75116,active,FALSE,ChIJYx13lElv5kcR1d9nnrKkT0M,48.8713003,2.2918339,invalid_or_missing_arrondissement,
989,La Brasserie Martin,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
990,Kafé Jean,9,Paris,75009,closed,FALSE,ChIJPyKSu8lv5kcRiVZmN1d7S_U,48.8731983,2.344972,inactive,
991,Kanna Tanna,9,Paris,75009,closed,FALSE,ChIJrXx4uhdu5kcRbzirjAGI9wg,48.8800058,2.3345288,inactive,
993,KERN,9,Paris,75009,closed,FALSE,ChIJP1ynnedv5kcR71J_0451ti0,48.8759269,2.3364864,inactive,
996,L'Elan 9,9,Paris,75009,closed,FALSE,ChIJVVWR4Wpu5kcRfEmdmnrVzh4,48.8776838,2.3487832,inactive,
997,l'enveloppe,9,Paris,75009,closed,FALSE,ChIJBdVQGKtv5kcRVM4y1d8JG9k,48.8742225,2.347038,inactive,
998,La Datcha,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
999,monsieurmadameparis.fr,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1001,"The Little Italy - Restaurant Italien Branché, Paris - SITE OFFICIEL",,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1004,La Pépite,9,Paris,75009,closed,FALSE,ChIJ-2hmdUhv5kcRA6EbxzTJBZc,48.8734563,2.3430721,inactive,
1014,La Datcha,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1016,Le Vaisseau Vert,9,Paris,75009,closed,FALSE,ChIJIWlUj0tu5kcRhlJl2_KuNeM,48.8813679,2.3276218,inactive,
1023,LOLO PARIS,10,Paris,75010,closed,FALSE,ChIJV99zhHBz5kcRJD7S_2Hmhhg,48.8817226,2.3620917,inactive,
1024,Lolo Bistrot,9,Paris,75009,closed,FALSE,ChIJk8TFrc1v5kcRBlnbzYxoDSI,48.8745995,2.3479283,inactive,
1026,La Datcha,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1033,Marclee,9,Paris,75009,closed,FALSE,ChIJJ9uEvz9u5kcRVkT3X5XEPVI,48.8749691,2.3445613,inactive,
1035,Meriggio,9,Paris,75009,closed,FALSE,ChIJx4aD_xVu5kcR7o_FvMBQLFI,48.8714721,2.3456911,inactive,
1036,MERSEA Grands Boulevards,9,Paris,75009,closed,FALSE,ChIJgUVTez5u5kcR99xMMQxlTnk,48.8720288,2.343394,inactive,
1037,La Datcha,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1038,Mi Kwabo,9,Paris,75009,closed,FALSE,ChIJfTu9j0dv5kcRcA_royWEnkk,48.8795214,2.3435569,inactive,
1040,A L'épi d'Or,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1046,SimonSays | Le site de François Simon,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1051,Minh Chau,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1053,Pala Mia,9,Paris,75009,closed,FALSE,ChIJjdxWDfVv5kcRZKCCymmrfEo,48.8756827,2.3417012,inactive,
1055,Minh Chau,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1058,Pastore,9,Paris,75009,closed,FALSE,ChIJ86_lZMNv5kcRRS7tVXfClLA,48.8725823,2.3446461,inactive,
1059,Restaurant KOKORO レストランココロ,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1062,Localino,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1063,Riviera Fuga,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1065,PiouPiou!,9,Paris,75009,closed,FALSE,ChIJRQiaGSRv5kcRmE2BHKGDJ8E,48.8767768,2.3384829,inactive,
1069,Pompette,9,Paris,75009,closed,FALSE,ChIJ6ZpDmapv5kcRDJ5sGQT9TEU,48.8771048,2.3400667,inactive,
1074,Oh Vin Dieu !,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1076,Benjamin Schmitt,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1082,CoCo,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1084,Quelque part,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1086,Uncino,9,Paris,75009,closed,FALSE,ChIJ___bi0hu5kcRQJyMKDFC5iE,48.8793849,2.3340993,inactive,
1088,Kolam,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1090,Brasserie Martin,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1092,La Datcha,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1094,Laïa,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1100,Le Jardin,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1108,Monsieur Madame,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1109,99 Sauvage,10,Paris,75010,closed,FALSE,ChIJOX5P0uJv5kcRc2reMbFG6Og,48.8746905,2.3551181,inactive,
1116,BaraNaan Street Food & Cocktail Bar,10,Paris,75010,closed,FALSE,ChIJd9_vwxFu5kcRuAuzCj4wRO0,48.8694999,2.3556981,inactive,
1117,Beng Beng,10,Paris,75010,closed,FALSE,ChIJIQmVzT9v5kcR7ExtMLBpyns,48.8800486,2.366787,inactive,
1118,Bichettes,10,Paris,75010,closed,FALSE,ChIJfyd_j6xv5kcRFvNDm2tAgPI,48.8717923,2.3666146,inactive,
1126,Boteco Lapa,10,Paris,75010,closed,FALSE,ChIJ___vzhVu5kcRxgVy7KJEoP8,48.8720357,2.3481374,inactive,
1128,The Little Italy,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1134,Loulou,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1136,Candide,10,Paris,75010,closed,FALSE,ChIJ2ecYL5Zt5kcRMw0AsXsPEGo,48.8744778,2.3736954,inactive,
1139,Chiche,10,Paris,75010,closed,FALSE,ChIJFahScA5u5kcRkc4O8jVHjEc,48.8708009,2.3588147,inactive,
1142,Da Graziella,10,Paris,75010,closed,FALSE,ChIJtwFH9hRu5kcRDuGPXvaEDVo,48.8738173,2.3498519,inactive,
1149,L'Altro,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1154,ZinZin,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1155,ABRI,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1157,CheZaline,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1161,La Datcha,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1165,John Viande,10,Paris,75010,closed,FALSE,ChIJkQhy4hJu5kcRtbWAz3CSWk8,48.8745346,2.3543152,inactive,
1171,L'Avant-Poste (nouvellement Les Résistants - La Table),10,Paris,75010,closed,FALSE,ChIJrc-XjtZv5kcR4K4bFkqqAhU,48.8743651,2.3559726,inactive,
1176,La Pointe du Groin,10,Paris,75010,closed,FALSE,ChIJgcCWEwBv5kcR-c8NS3tJ8vs,48.8794857,2.3523529,inactive,
1180,Martin,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1182,Chez Georges,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1197,Maddy's,10,Paris,75010,closed,FALSE,ChIJlw8cpL1v5kcRGCpxddxIl9g,48.875214,2.3482258,inactive,
1198,Les Chouettes,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1202,MARROW,10,Paris,75010,closed,FALSE,ChIJi7jFEw1u5kcRZ1BeMbt4uYc,48.8743883,2.3589068,inactive,
1204,Brutus Paris,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1206,Roco Paris,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1210,Restaurant FIEF,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1213,Penny Lane,10,Paris,75010,closed,FALSE,ChIJqRWFzvhv5kcR9r8PvuWkwY0,48.8721288,2.3480223,inactive,
1220,Sezono,10,Paris,75010,closed,FALSE,ChIJodWmNz9t5kcRocfBPD8BH_I,48.8711966,2.3696749,inactive,
1221,Shouk,10,Paris,75010,closed,FALSE,ChIJLTFcrMFv5kcRMs6zfG-_AQQ,48.8721303,2.3626646,inactive,
1223,SMØR PARIS,10,Paris,75010,closed,FALSE,ChIJb342CiRv5kcR4SGmKCXWB-s,48.8756975,2.3484463,inactive,
1228,La Datcha,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1230,To Restaurant Paris,10,Paris,75010,closed,FALSE,ChIJeTi_d79v5kcR594Dps69mFw,48.8714419,2.3644847,inactive,
1232,Tounsia,10,Paris,75010,closed,FALSE,ChIJRyUzT0Nv5kcRgT1WRU3cJEQ,48.8755906,2.3488055,inactive,
1235,Aki Boulangerie - Aki Café,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1237,Brasserie Emil - Chateau Voltaire,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1243,Café des Marronniers - Jardin des Tuileries,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1245,BABINES,10,Paris,75010,closed,FALSE,ChIJedFMGWVv5kcRfuJSHaZHeOY,48.8722498,2.3585395,inactive,
1249,Dandy Kitchen - Hôtel Dandy,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1254,Doki Doki – Handroll Bar,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1267,Hakuba - Hôtel Cheval Blanc,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1269,Achi,11,Paris,75011,closed,FALSE,ChIJiVn1-DNt5kcRE4c0mb5jPwo,48.8599565,2.3786456,inactive,
1272,Iovine's Louvre,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1275,Au nouveau nez,20,Paris,75020,closed,FALSE,ChIJXSHjsolt5kcREeNsgBsFFS8,48.8571659,2.3988647,inactive,
1282,Bambini,,Paris,75116,active,FALSE,ChIJt9VeXGRv5kcRA7kQ-xGju00,48.8645866,2.2966748,invalid_or_missing_arrondissement,
1283,Banh Me Tender,10,Paris,75010,closed,FALSE,ChIJDUMOJ6Rt5kcR_OqE5iiVGa8,48.8703081,2.3705339,inactive,
