Sheet Row Number,Name,Arrondissement,City,Postal Code,Status,Needs Review,Google Place ID,Latitude,Longitude,Exclusion Reasons,Location Concern
1284,Bao Bakery,11,Paris,75011,closed,FALSE,ChIJ43WYQCZt5kcRB3B0cov1cjU,48.8566329,2.3721396,inactive,
1286,Little Baobei (@littlebaobeiparis) • Photos et vidéos Instagram,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1292,Maison Plisson Saint Honoré,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1293,Boteco Comptoir,11,Paris,75011,closed,FALSE,ChIJrfelqCNv5kcRVgJmIZ1pNLo,48.8650423,2.3663657,inactive,
1303,Café Mirabelle,11,Paris,75011,closed,FALSE,ChIJnwbcMPRt5kcR8SdLPHmgTEc,48.8584072,2.3849879,inactive,
1307,Samsun,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1309,Chez Alfred Lao Cuisine,11,Paris,75011,closed,FALSE,ChIJLUSSkP9t5kcRzR1hw6eGLJ8,48.851855,2.378755,inactive,
1318,Compadre,10,Paris,75010,closed,FALSE,ChIJwdCIX3hv5kcRs5-4CDUET-w,48.8701382,2.3514252,inactive,
1335,Havanita,11,Paris,75011,closed,FALSE,ChIJM2AdzQBy5kcRdMXq_tKcHtE,48.8539745,2.3723012,inactive,
1338,JAJAJA,11,Paris,75011,closed,FALSE,ChIJ88pvczxt5kcR-Cn7xA2jNDY,48.8620951,2.3780524,inactive,
1347,Tzantza,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1350,La Bagarre,11,Paris,75011,closed,FALSE,ChIJr6ATbsBt5kcRthft9lhhinM,48.8695184,2.3742915,inactive,
1356,Vero Dodat,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1360,Yakiniku1129,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1367,Le Petit Keller,11,Paris,75011,closed,FALSE,ChIJnRZ_vQdy5kcRrB83kAx8WUw,48.854349,2.376084,inactive,
1377,Zébulon,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1382,L'Escargot Montorgueil,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1385,Adora La Friterie Parisienne,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1388,L’Assaggio - Hotel Castille,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1391,Babylone Bis - Open Late by Night,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1394,Bonchon,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1400,"PAPO, Street food a moda portuguesa",11,Paris,75011,closed,FALSE,ChIJIV0rTh5z5kcRcnsYE_tNtU4,48.8505548,2.3833985,inactive,
1401,Bravo La fabrique de pâtes,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1402,Caffè Stern,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1405,Pianoterra,11,Paris,75011,closed,FALSE,ChIJZUvRtJBt5kcRjvcSsd7ppGk,48.8596844,2.375657,inactive,
1411,Cuties Burgers,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1412,Robert,11,Paris,75011,closed,FALSE,ChIJUbORCeNt5kcRh4E5TPD1ZTk,48.8681097,2.3717946,inactive,
1419,Gruppomino - Italian,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1420,Sélune,11,Paris,75011,closed,FALSE,ChIJK8dKkmdz5kcRpMT_BAxEji0,48.8505071,2.3872782,inactive,
1426,Tawlet Restaurant,11,Paris,75011,closed,FALSE,ChIJ9SzCHPpt5kcRS7bMoCnPfC0,48.8685708,2.3683088,inactive,
1430,Totuma - Cuisine Vénézuélienne - Paris 11,11,Paris,75011,closed,FALSE,ChIJvyYO5E5z5kcRgTr23HAwBbQ,48.853219,2.3904417,inactive,
1436,Hanabi - Hotel Hana,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1437,Isana Panoramas,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1443,Joia,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1459,Jtépadi,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1461,Dersou,12,Paris,75012,closed,FALSE,ChIJ7UU1igZy5kcR8-BrVw9FzmQ,48.8513995,2.374616,inactive,
1465,Karaage-Ya Bourse,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1469,Le Chardonnay Comptoir,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1471,Le Pont de Sichuan,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1475,RHINO ROUGE,12,Paris,75012,closed,FALSE,ChIJAQDk9QVy5kcRsMGahWy10N8,48.8495517,2.3775672,inactive,
1477,Miss Bánh mì,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1480,Mori Venice Bar,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1483,Nomikaï,12,Paris,75012,closed,FALSE,ChIJAQBUDw5y5kcRzPA7nCWM_r8,48.8460269,2.382587,inactive,
1484,Mr Zhao,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1488,Pouzenc,12,Paris,75012,closed,FALSE,ChIJ77xiIQRy5kcR0dja8ktZZlk,48.8503112,2.3736464,inactive,
1490,Ramen Bar,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1495,Rivié - The Hoxton,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1498,The Frog & Rosbif - Frogpubs,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1503,Slice Pizza Club,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1504,L'Atelier de l'Entrecôte et de la Volaille,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1507,Boni's Pizzeria,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1508,Āfóe,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1509,Baba Marais,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1510,Le Derrière,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1511,Le Progres Marais Bar Tabac,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1513,Roxo - Les Bains,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1516,Trois Fois Plus De Piment Beaubourg,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1517,Temple & Chapon - Experimental Marais,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1520,Benoit Paris - Michelin Star French Restaurant in Paris,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1526,Bonnie - So Paris,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1528,Grandcoeur,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1540,Le P’tit Mousse,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1542,Ny Hav,13,Paris,75013,closed,FALSE,ChIJXT3hm9DoC0ER0jOoG75RUOo,48.8248643,2.3606553,inactive,
1543,Persillé - Comptoir à Viande,13,Paris,75013,closed,FALSE,ChIJ5YVgpyRy5kcRlgmfoWrb2hI,48.8307248,2.3749891,inactive,
1544,Ototo Sando,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1545,Huîtrerie Poget & De Witte,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1547,"Restaurant FOOD - Paris - Avis, réservez en ligne",,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1553,Atsushi Tanaka AT,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1559,Bô Caribbean Bar,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1561,Goa Beach,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1565,kwon,14,Paris,75014,closed,FALSE,ChIJPcxxPrdx5kcRfl6u0bGK9Z4,48.832473,2.3296211,inactive,
1566,L'Arrière-Cuisine,14,Paris,75014,closed,FALSE,ChIJiWp67ztx5kcR1R3eHYYo95U,48.8335107,2.3239181,inactive,
1580,Hébé,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1582,Ya Bayte,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1583,Les Saveurs du Sichuan,14,Paris,75014,closed,FALSE,ChIJBanAuK1x5kcRirmClhRyCa8,48.8248825,2.3236935,inactive,
1584,Les Délices d’Aphrodite by Mavrommăτίs,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1585,Abattoir Végétal (Vegan),,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1591,Pois Chic,14,Paris,75014,closed,FALSE,ChIJo82lGadx5kcR0LxoCLwT5CU,48.8355886,2.3181905,inactive,
1592,Blend - Odeon,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1593,Solyles Alésia,14,Paris,75014,closed,FALSE,ChIJ46NMkJpx5kcRUKou9ta-gao,48.8295355,2.3215545,inactive,
1596,The Village Terrazza,14,Paris,75014,closed,FALSE,ChIJlxOkIo9x5kcRXB3CNGkArAc,48.8297916,2.3228933,inactive,
1598,Breizh Café - Odéon,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1600,Codhouse,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1608,Garcon !,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1619,Grand beau,15,Paris,75015,closed,FALSE,ChIJ51wUsshx5kcR8770it104tA,48.8490055,2.2824534,inactive,
1623,Guy Savoy - Monnaie de Paris,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1631,Judy -Gluten free,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1633,Julieta La Casa,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1636,Le Grand Venise,15,Paris,75015,closed,FALSE,ChIJ90NlwhRw5kcRozQudlWNoOs,48.8382566,2.2944793,inactive,
1644,Kodawari Yokocho,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1646,L’estancot du Vieux Co,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1649,Polichinelle,15,Paris,75015,closed,FALSE,ChIJZQO5a1lx5kcRDazpjvxkQGU,48.8508295,2.2844666,inactive,
1650,La Cremerie,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1651,Le Camion Qui Fume - Odéon,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1656,𝖮-𝖪𝗈𝗆𝖾́ 𝖮𝗇𝗂𝗀𝗂𝗋𝗂,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1663,Orient Extrême,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1667,Pierre Sang Express,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1676,116 Pages,,Paris,75116,active,FALSE,ChIJP2mQP-lv5kcRboDw5NjFbwA,48.8709813,2.2963806,invalid_or_missing_arrondissement,
1677,Pimpan - Hôtel Dame de Arts,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1681,Astrance,,Paris,75116,active,FALSE,ChIJ_QxhRv1v5kcRyxeqcySoeBQ,48.8650824,2.2898578,invalid_or_missing_arrondissement,
1684,BAEZ,,Paris,75116,closed,FALSE,ChIJB3_NE5Bv5kcR_QIXAa1gegQ,48.8702239,2.2848335,inactive;invalid_or_missing_arrondissement,
1685,Pub Saint-Germain,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1688,Bistrot Paul Chêne,,Paris,75116,active,FALSE,ChIJSS9lWfpv5kcRlvHBDdMZmOg,48.8657333,2.2858583,invalid_or_missing_arrondissement,
1689,Bistrot Pergo,,Paris,75116,active,FALSE,ChIJyQKch_Rv5kcRhllWvUxGzmE,48.8751254,2.2836512,invalid_or_missing_arrondissement,
1690,Blanc,,Paris,75116,active,FALSE,ChIJ-We0YUpv5kcREptIC-71C_Y,48.8651283,2.2875706,invalid_or_missing_arrondissement,
1691,Specimen Burger,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1695,Café Harcourt,,Paris,75116,active,FALSE,ChIJy9kbhldl5kcRw6saeXEhaNQ,48.8673967,2.2758632,invalid_or_missing_arrondissement,
1696,Carmona,,Paris,75116,closed,FALSE,ChIJfyIvayNv5kcRyVhVB22o-HU,48.8641263,2.2989862,inactive;invalid_or_missing_arrondissement,
1698,Cavalieri,,Paris,75116,closed,FALSE,ChIJoxqUycVv5kcRc3avnb-S5EQ,48.8595655,2.2787855,inactive;invalid_or_missing_arrondissement,
1699,Street Bangkok Odéon,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1702,The Brasserie - Hotel des Grands Voyageurs,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1703,DAROCO 16,16,Paris,75016,closed,FALSE,ChIJNWnagqBk5kcRaGzsLpzSCwA,48.8515461,2.2777272,inactive,
1705,Divina Empanada,,Paris,75116,active,FALSE,ChIJywCG5uhv5kcRD-fMbb1p_Os,48.8693212,2.2966743,invalid_or_missing_arrondissement,
1706,Tina Bar à Tapas,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1707,Volver Bastille,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1708,FEEL LING - Cantine,,Paris,75116,active,FALSE,ChIJH_mJdYJv5kcR9HhF1k9ZuyY,48.8712861,2.2919125,invalid_or_missing_arrondissement,
1710,Wajda,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1711,Wani - Coffee Shop,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1712,Izakaya Dassai by Yannick Alléno,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1713,Il Cottage,,Paris,75116,active,FALSE,ChIJJSHUHVll5kcR8seJBpUwkeE,48.8705865,2.2752046,invalid_or_missing_arrondissement,
1714,L'Archeste,,Paris,75116,active,FALSE,ChIJKQ4LW_9v5kcRCw8nEuxkyOw,48.8617307,2.2780461,invalid_or_missing_arrondissement,
1723,LE FRANK,,Paris,75116,active,FALSE,ChIJDTo-QEJl5kcRnvQpWbJvDAg,48.8766587,2.2633535,invalid_or_missing_arrondissement,
1725,Casa Tua - J.K. Place,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1726,Le Petit Rétro,,Paris,75116,active,FALSE,ChIJSa5av_Bv5kcRuxLkfzhPre0,48.8687918,2.2848688,invalid_or_missing_arrondissement,
1728,Les Jardins du Presbourg,,Paris,75116,active,FALSE,ChIJFYaILH5v5kcR5e2-iBo08us,48.8741556,2.2927199,invalid_or_missing_arrondissement,
1729,Gaya by Pierre Gagnaire,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1730,Les Marches,,Paris,75116,active,FALSE,ChIJgWdK7eZv5kcRV7K408t5-Ec,48.8638964,2.2959123,invalid_or_missing_arrondissement,
1731,Les Petites Mains,,Paris,75116,active,FALSE,ChIJG95BUB1v5kcRJYAyMvPVlAU,48.8656072,2.2965343,invalid_or_missing_arrondissement,
1733,Little Bambou,,Paris,75116,active,FALSE,ChIJuRmunwtv5kcRiYY3G_vXTFA,48.8673047,2.2876879,invalid_or_missing_arrondissement,
1734,Lordy s Paris Club,,Paris,75116,active,FALSE,ChIJ-Q8-LHBv5kcRM3oOm-GlB4o,48.866381,2.289507,invalid_or_missing_arrondissement,
1735,Madison Caffe,,Paris,75116,active,FALSE,ChIJ7ztMLvll5kcRFQx_hrZfDOc,48.8583771,2.2732091,invalid_or_missing_arrondissement,
1736,Marzo 7ème,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1737,Piero TT by Pierre Gagnaire,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1740,Sonata Trattoria,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1741,Masha,,Paris,75116,active,FALSE,ChIJd8owiw1v5kcRyMp7VBu3Sq0,48.8644408,2.288591,invalid_or_missing_arrondissement,
1742,NOMICOS,,Paris,75116,active,FALSE,ChIJxZgG1_Zv5kcR07nvyjrPAS4,48.8702882,2.2830139,invalid_or_missing_arrondissement,
1743,Unico Rive Droite,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1745,Octave,,Paris,75116,closed,FALSE,ChIJ0ceOuhtv5kcRs4hvxXcuTWQ,48.866074,2.2870242,inactive;invalid_or_missing_arrondissement,
1747,Restaurant Pages,,Paris,75116,active,FALSE,ChIJQ6gX3jFv5kcRoGqtiEhHaWE,48.8709186,2.2961518,invalid_or_missing_arrondissement,
1748,Le Papa Ours,16,Paris,75016,closed,FALSE,ChIJ18vedm175kcRyuwPkfxH8Z0,48.840773,2.2646938,inactive,
1750,Piccolino Parigi,,Paris,75116,active,FALSE,ChIJcWyGjLpv5kcRm21noCFc0Rg,48.8691575,2.2900488,invalid_or_missing_arrondissement,
1752,Ponzu Paris 16,,Paris,75116,active,FALSE,ChIJNWeWmPpv5kcRX0_PxT4mzzI,48.8669459,2.2877794,invalid_or_missing_arrondissement,
1753,Alléno Paris by Yannick Alléno,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1755,Giulio Rebellato,,Paris,75116,active,FALSE,ChIJ3cbxbfdv5kcRtPqqT09d6OQ,48.8685394,2.281715,invalid_or_missing_arrondissement,
1756,Brasserie Mollard,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1758,Substance,,Paris,75116,active,FALSE,ChIJ1-NReNxv5kcR3yM08L3wXCA,48.8672869,2.2976604,invalid_or_missing_arrondissement,
1759,Cèna,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1762,Waknine,,Paris,75116,active,FALSE,ChIJs1zYceZv5kcRrmSBZei6Inw,48.8655972,2.2953563,invalid_or_missing_arrondissement,
1763,Yoshi,,Paris,75116,active,FALSE,ChIJbTIB9uhv5kcRYI9RCKXkeTU,48.8687875,2.2976432,invalid_or_missing_arrondissement,
1765,Bistro Blandine,,Paris,75116,active,FALSE,ChIJIx3TzCRv5kcRo-HxuQ-26vM,48.868275,2.291364,invalid_or_missing_arrondissement,
1766,Margaux,,Paris,75116,active,FALSE,ChIJF8ajvYpv5kcR8UTZi99Tr7o,48.8641264,2.2989862,invalid_or_missing_arrondissement,
1767,Dos Almas - Melia Paris Villa Marquis,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1773,Lulu's,,Paris,75116,active,FALSE,ChIJc8JR-upv5kcRJ9K6gdGu9Wc,48.8637658,2.2881517,invalid_or_missing_arrondissement,
1774,Forcciano,,Paris,75116,active,FALSE,ChIJU2Bh-_Fv5kcRy3lun8N1wrI,48.8647378,2.2911909,invalid_or_missing_arrondissement,
1775,Conti,,Paris,75116,active,FALSE,ChIJKeaUH_Bv5kcRzsRmxuIEAmM,48.8685348,2.2891247,invalid_or_missing_arrondissement,
1776,Etoile 1903,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1780,Alamesa,17,Paris,75017,closed,FALSE,ChIJZ28ftyxv5kcRPdbseH-_j5o,48.8829889,2.3183288,inactive,
1783,Il Ristorante - Niko Romito - Bvlgari Hotel,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1786,Bronx Pizzeria,17,Paris,75017,closed,FALSE,ChIJxbi0nGRv5kcRpDMajGkZJf0,48.8776976,2.2849089,inactive,
1788,CasAlegria,17,Paris,75017,closed,FALSE,ChIJ9zqg0Ztv5kcRUKDd1O2jtzE,48.8868939,2.3131822,inactive,
1791,Chez toto batignolles,17,Paris,75017,closed,FALSE,ChIJMSF7BZVv5kcR_VBLjeK6xpo,48.8857549,2.3198582,inactive,
1799,Faby,17,Paris,75017,closed,FALSE,ChIJJaQqC85v5kcRNTd4ALt1jns,48.8842495,2.2943869,inactive,
1804,Garni,17,Paris,75017,closed,FALSE,ChIJ2X2qsdBv5kcRzonq5h8LooU,48.8866066,2.3227251,inactive,
1806,KUKU,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1816,La vague des batignolles,17,Paris,75017,closed,FALSE,ChIJFZcaz-1v5kcRbXe0oJN8rso,48.8844481,2.3192106,inactive,
1818,Le Bœuf Maillot,17,Paris,75017,closed,FALSE,ChIJgQf-Y4xv5kcRGITap3o8S4o,48.8804424,2.2857071,inactive,
1819,L'Abysse by Yannick Alléno,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1820,Le Costaud des Batignolles,17,Paris,75017,closed,FALSE,ChIJx2y4Qa5v5kcRSJRPBhR98Dk,48.8884274,2.3175723,inactive,
1825,Les Françaises,17,Paris,75017,closed,FALSE,ChIJ-wSclK1v5kcRYSkRjZ2cmkQ,48.8878871,2.3204695,inactive,
1826,L'Envolée - La Demeure Montaigne,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1830,La Brasserie Jaja,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1834,La Chambre Bleue - Maison Delano,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1842,La Scène by Stéphanie Le Quellec,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1845,Restaurant Petit Gris,17,Paris,75017,closed,FALSE,ChIJualF1tBv5kcRTV1dJN2gvek,48.8842495,2.2943869,inactive,
1847,Laurier by mavrommăτίs,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1857,Le Boccador,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1861,Fricotin,17,Paris,75017,closed,FALSE,ChIJsZeDvpVv5kcRMa1QJslg5Es,48.8807521,2.2998853,inactive,
1862,Le George - Hotel Goerge V,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1864,Les 3V,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1872,Lily Wood - Hôtel Beauchamps,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1874,Mamamia - Festive Restaurant,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1875,LiTo Mexican Food,17,Paris,75017,closed,FALSE,ChIJVZ5hGbJv5kcRTnT_KcFdK2U,48.88611,2.319401,inactive,
1877,Miglia Del Papa,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1878,Mimosa By Jean François Piège,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1879,Népita - Hôtel Florida,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1885,Nonos & Comestibles By Paul Pairet - Hôtel de Crillon,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1888,Restaurant by Oma - Château des Fleurs,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
1891,Soon Grill Champs Elysées,,,,to_review,TRUE,,,,inactive;needs_review;missing_place_id;invalid_coordinates;invalid_or_missing_arrondissement,
